Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,37600.7077379601,39035.1034290445,41790.8432718184,52529.9093701059,58232.0176184948,59877.8005839737,63270.7780755157,70124.4634385624,75902.1320521765,62428.9943269418,56543.1898204098,55601.3929703047,47945.8991734281,50807.8289138024,51260.4938347125,43146.8240435428,44359.4797662688,45192.0279766943,47950.6880557136,46627.0122356944,44426.6463400658,54168.9828262684,54264.570495898
San Marino,SMR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2176.20825195,2202.07763672,2253.21850586,2506.68334961,2958.87963867,3055.63232422,3242.24291992,3804.50634766,4378.24853516,4242.50341797,3813.88354492,4550.35058594,4310.10009766,4113.46679688,4120.02685547,3530.04614258,3621.23266602,3672.30322266,3969.36474609,3801.21044922,3758.609375,4033.1027832,3874.98535156
San Marino,SMR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,4.769,4.955,4.925,6.018,..,..,..,..,..,..,..,..
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100
San Marino,SMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.44,93.75,93.925,93.975,94.155,94.453,94.736,95.007,95.264,95.508,95.74,95.961,96.171,96.37,96.559,96.739,96.91,97.072,97.226,97.368,97.499,97.62,97.732
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,529.089383412262,518.88050130005,568.10257252271,663.696211810494,726.560882130444,844.169181884274,861.970707697664,878.885791918745,1081.8684584729,1128.28046213305,1045.20958234528,1219.80189089671,1210.79264672325,1382.5757842916,1489.67633417608,1298.10946596396,1434.87018050521,1555.79477812888,1825.59971753966,1935.2931816596,2167.22001796925,2362.58827248102,2389.73729784737
Sao Tome and Principe,STP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,49.63587952,47.14751816,50.61143494,71.20994568,71.05591583,80.13071442,57.2040329,59.71631241,64.58831787,64.90551758,60.94829941,69.45979309,86.29039001,124.59179688,118.70980835,85.37828827,109.73142242,117.07767487,108.87628937,106.86884308,159.84396362,187.06524658,180.3336792
Sao Tome and Principe,STP,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.514,..,..,..,..,..,..,..,..,..,..,0.313,..,..,..,0.489,..,..,..
Sao Tome and Principe,STP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,85,..,..,..,..,..,..,69.5363922119141,..,..,..,90,..,..,..,..,..,..,87.4384613037109,..,..,93.75
Sao Tome and Principe,STP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.424,54.377,55.555,56.766,57.972,59.165,60.348,61.52,62.68,63.823,64.952,66.064,67.16,68.208,69.213,70.174,71.092,71.968,72.803,73.598,74.354,75.073,75.755
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,11714.5623675159,10805.311325122,10586.0543471363,11487.220410693,13154.4978989446,15975.7473782258,17563.6145370639,18596.1502627898,22320.4888964331,17718.3911648365,22028.3790215788,26966.2941648251,28348.5730107499,27290.1978052614,27079.6733871148,22453.571552265,21515.6600083775,23081.2045336558,28036.0264674095,27892.8421521179,23271.4037647084,28396.0864182336,34454.1957708412
Saudi Arabia,SAU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,493.36984253,482.10446167,449.84130859,457.08770752,471.45797729,545.73571777,634.81872559,662.00793457,663.14331055,760.19476318,765.91680908,954.38873291,1093.15588379,1189.67932129,1363.59155273,1309.27148438,1353.21813965,1400.90356445,1488.9753418,1504.55249023,1574.70068359,1654.74353027,1593.37145996
Saudi Arabia,SAU,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.694,0.655,..,..,..,..,..,..,1.673,1.647,1.92,1.966,1.996,2.159,2.14,2.237,2.267,2.409,2.514,2.633,2.648,2.789,3.077
Saudi Arabia,SAU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,79,..,..,..,83,..,..,..,..,..,..,..,..,94,..,..,..,95,..,..,98,..,..
Saudi Arabia,SAU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.848,80.077,80.304,80.53,80.754,80.979,81.204,81.427,81.649,81.867,82.084,82.302,82.52,82.74,82.96,83.18,83.401,83.622,83.844,84.065,84.287,84.508,84.729
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,603.233162455158,637.213530563724,669.430447319209,817.888034221442,918.102079522155,979.846101520171,1017.20196747987,1188.93877808175,1398.79218010021,1308.69404336205,1275.88357492357,1374.67591873844,1326.83798848379,1379.83196553924,1398.89137601382,1218.00613555438,1266.43957151587,1356.80518449031,1452.55612562445,1431.18128932159,1461.08720350553,1598.10676952274,1564.74522071584
Senegal,SEN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,21.41570663,23.45893669,26.46221161,35.14493942,41.94406128,36.00606155,38.28113556,40.60185623,49.05390167,50.27443314,51.38805008,57.93114853,56.61458969,60.51578903,61.40605545,53.32304382,53.90053558,56.49185944,64.37467957,64.33670807,75.16521454,71.12162781,63.73388672
Senegal,SEN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.056,..,..,..,0.062,..,..,..,..,0.3179,..,0.2074,0.078,0.07,..,0.09,0.084,0.101,0.126
Senegal,SEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,39,..,..,..,42,..,..,48,..,52,..,44,..,43.5927314758301,46.0996398925781,52,46.6059112548828,46.8336715698242,..,..,57.6699981689453
Senegal,SEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.32,40.464,40.607,40.898,41.306,41.714,42.124,42.535,42.947,43.359,43.773,44.188,44.603,45.019,45.436,45.862,46.296,46.74,47.192,47.653,48.122,48.6,49.086
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,974.725469278615,1812.42088281393,2390.73459447107,3153.9011312754,3597.08798057009,3807.97417321786,4492.7136699046,6081.08765700202,7376.73517910716,6414.0448463847,5970.92660940072,7082.2861666075,6263.04086072815,7040.41812068781,6886.67809068704,5820.3215576888,5982.37030126471,6548.03653824187,7559.86165747394,7755.632986437,8098.70955668849,9680.52798074468,10022.9688543402
Serbia,SRB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,56.47927475,112.19810486,173.26341248,230.08865356,274.45532227,307.54705811,371.506073,547.22723389,671.88702393,575.262146,545.33380127,618.89422607,559.90545654,627.53308105,608.85858154,491.25177002,486.42944336,515.84588623,617.08679199,641.02966309,670.19439697,919.16790771,903.11828613
Serbia,SRB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,2.605,2.667,2.654,2.682,2.751,2.841,2.872,2.916,2.941,2.94,2.94,2.903,2.904,2.783,2.783,2.801,..,2.699,2.837,..
Serbia,SRB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,96,..,..,..,..,..,..,..,98,..,..,..,..,99,..,..,99,..,..,..
Serbia,SRB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.769,52.992,53.215,53.437,53.661,53.883,54.105,54.328,54.55,54.772,54.993,55.215,55.356,55.469,55.583,55.696,55.81,55.942,56.092,56.26,56.446,56.651,56.873
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,8063.65500575169,8153.2986369879,8864.16919495467,9070.28460757013,10827.671636033,11802.1118276833,12782.9938926475,12669.3026687222,11265.4376270005,9747.09180546291,10934.79494629,12110.0937461973,12337.1554669388,14821.2921476077,15188.1902175113,15333.1051727105,16566.9946042294,17480.3651911372,18440.2340460932,19141.5118743615,14041.4754074575,14982.9111487767,17167.1909760833
Seychelles,SYC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,340.23703003,390.20773315,382.27920532,446.6859436,511.96136475,537.44683838,581.25598145,508.96060181,478.90612793,401.24008179,546.56799316,560.39526367,666.49902344,646.56634521,631.42675781,575.63037109,673.19622803,667.09515381,708.699646,692.09197998,693.1987915,629.11602783,694.75085449
Seychelles,SYC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,1.429,1.211,0.861,1.031,0.781,1.132,1.082,1.141,0.976,..,..,..,2.02,..,2.328,2.107,..,..,3.819
Seychelles,SYC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,92,..,..,..,..,..,..,..,94,..,..,..,..,..,..,..,..,..,96.1999969482422,..,..
Seychelles,SYC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.433,50.646,50.876,51.123,51.388,51.67,51.969,52.285,52.619,52.969,53.336,53.72,54.12,54.537,54.969,55.4,55.831,56.261,56.691,57.119,57.546,57.972,58.396
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,143.743743239644,358.31568592361,388.995136049853,413.817666037168,417.750034826993,462.633324427945,517.913366011018,578.648417351785,650.684422202761,624.898797932327,648.129229488008,718.161680687537,904.840762004552,1146.4163912665,1140.92742266148,945.148168480629,838.631615328371,788.486867334833,845.914540460932,843.71251730417,845.313836261458,885.184270659578,860.130884035452
Sierra Leone,SLE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,17.80823517,19.44268227,23.70949936,22.6285038,23.45412064,27.1346283,30.24594879,31.99986649,37.45465088,39.24406815,37.81203461,49.60349274,51.89955902,84.93772125,143.60603333,118.66024017,84.6361618,47.37737274,44.82733536,48.13619995,47.8861618,44.90049362,39.31665802
Sierra Leone,SLE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.03,..,..,..,0.0155,..,0.021,0.025,..,..,..,..,..,..,0.072,0.032,0.07,..,0.043
Sierra Leone,SLE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,35,..,..,..,..,..,..,..,..,32.4261703491211,..,..,..,44.833179473877,..,43.5777816772461,..,..,48.6399993896484
Sierra Leone,SLE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.626,35.867,36.109,36.352,36.596,36.919,37.303,37.689,38.077,38.466,38.856,39.248,39.642,40.036,40.432,40.829,41.228,41.636,42.055,42.484,42.923,43.372,43.831
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,23852.8389514753,21699.7414868907,22159.8373710639,23730.3840054566,27608.080013423,29961.3172812732,33768.4528234651,39432.8860198877,40008.5720489092,38926.8054365453,47236.683084953,53891.4570264372,55547.5553077786,56967.4257940383,57564.8023114977,55645.6068614606,56899.9181805173,61162.0973932771,66840.6373389791,66081.7199235165,61466.803676358,79601.4129622433,88428.7024226232
Singapore,SGP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,796.03100586,690.01330566,749.44445801,851.10961914,868.43688965,908.3760376,989.73895264,1116.97937012,1286.91345215,1326.11682129,1510.66784668,1700.1685791,1853.02429199,2102.97021484,2233.34960938,2330.39599609,2488.28295898,2645.3293457,2688.27270508,2893.78222656,3492.35986328,4044.17333984,4320.51611328
Singapore,SGP,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.376,1.437,1.443,1.489,1.52,1.553,1.545,1.583,1.621,1.661,1.749,1.826,1.9,1.999,2.106,2.205,2.27,2.322,2.368,2.434,2.508,2.596,..
Singapore,SGP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,93,..,..,..,..,..,..,..,..,..,96,96,96,97,97,97,97,97,97,97,97,98,..
Singapore,SGP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,25528.412619483,26403.8143692163,27317.5178881974,28149.0997855041,28529.7324687053,37134.912423099,37839.6283815163,37308.6147795736,34701.3058494468,31708.3110124742,34861.469528968,30150.8998380477,32548.4366854902,36476.6300833859
Sint Maarten (Dutch part),SXM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,5421.6448441887,5712.47802761654,6554.62808369461,8675.39633696465,10650.1290097126,11641.5410321763,13167.8954730379,16110.4817265237,18744.3192278346,16586.7527805228,16899.448680529,18469.4354316836,17516.9691054078,18312.7805149823,18770.9289896545,16442.0760860018,16636.0769133073,17645.5298716761,19573.3717031314,19406.0589683582,19735.4858280801,22138.1949833348,21342.7666714692
Slovak Republic,SVK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,203.50627136,212.22207642,254.12765503,344.47335815,511.52990723,601.31323242,729.01324463,1029.30029297,1251.67724609,1320.09301758,1296.54284668,1352.43835449,1319.43823242,1370.46765137,1289.34851074,1108.87817383,1175.6270752,1189.07983398,1299.91125488,1342.07580566,1393.62438965,1684.51550293,1642.39208984
Slovak Republic,SVK,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.24,3.225,3.203,3.149,3.151,3.035,3.169,3.387,3.367,3.303,3.356,3.304,3.363,3.39,3.427,3.451,3.473,3.421,3.521,3.567,3.67,3.68,..
Slovak Republic,SVK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.233,56.163,56.013,55.863,55.713,55.563,55.412,55.261,55.111,54.96,54.685,54.42,54.28,54.14,54,53.889,53.806,53.751,53.726,53.729,53.76,53.82,53.909
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,10135.7219109212,10375.6255869861,11639.1297780477,14711.674874253,17103.8297783905,17969.7095907161,19563.005059144,23725.1596001515,27461.9764165315,24501.7897290425,23329.8417691156,24940.6284841605,22442.1417859955,23236.9655321695,24013.0682060959,20697.2748530619,21447.8377796036,23303.077705959,25888.0481065655,25814.1687167572,25392.0651093612,29187.369382785,28373.8382265999
Slovenia,SVN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,796.64703369,826.22576904,944.87145996,1203.06359863,1368.64855957,1449.18920898,1541.66430664,1795.95043945,2179.45239258,2125.05688477,2017.14660645,2147.80517578,1974.85400391,2055.38134766,2062.38476563,1775.86071777,1838.65405273,1925.03466797,2169.57885742,2219.09790039,2417.20874023,2779.56591797,2737.84936523
Slovenia,SVN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.156,2.182,2.238,2.254,2.298,2.34,2.354,2.379,2.386,2.403,2.42,2.479,2.526,2.613,2.753,2.802,2.978,3.054,3.13,3.224,3.279,3.326,..
Slovenia,SVN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,99.5999984741211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.754,50.78,50.857,51.082,51.308,51.533,51.758,51.983,52.209,52.433,52.658,52.883,53.108,53.332,53.557,53.781,54.02,54.273,54.541,54.822,55.118,55.427,55.751
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,953.17190137706,911.791935385411,756.890296490792,895.989272661716,986.081904026618,1144.45758513252,1255.62589099975,1390.1569662696,1525.85092434029,1554.70723718073,1685.15499035363,1924.05277323978,2066.25352289833,2161.39573596215,2164.9442392168,2045.47889485251,2082.62989047871,2143.57465243959,2278.20633913383,2223.66502559565,2063.33101522108,1996.86976779348,2005.4139933198
Solomon Islands,SLB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,46.02681351,60.23266602,76.49930573,53.52047729,64.72148895,89.02578735,87.74922943,89.10964203,75.69615936,93.87008667,74.11127472,95.43640137,100.7893219,99.02694702,105.87472534,90.99643707,94.32994843,89.29357147,88.03850555,98.67025757,100.99560547,98.7951355,96.73880768
Solomon Islands,SLB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,0.13,..,0.185,..,..,0.173,..,..,0.197,0.152,0.184,..,..,0.191,..,..,..,..,..,..
Solomon Islands,SLB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,15.813,16.201,16.597,17.001,17.413,17.832,18.259,18.694,19.138,19.589,20.048,20.508,20.97,21.433,21.896,22.36,22.823,23.286,23.749,24.21,24.67,25.128,25.584
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,386.119274401275,244.914842538455,229.598918310039,286.273025198975,375.410326225387,439.979907805478,457.996662206659,479.635628065289,507.03744334738,246.513251675105,219.202453852397,235.325945610434,350.261946720969,393.398704973003,429.431656017709,445.583078625015,460.928491979039,510.939952988052,509.525802439801,539.893931565468,518.184778494176,549.114743546859,573.128092470162
Somalia,SOM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,12.85289001,13.11646461,14.08594513,11.72021103,13.46292782,12.70534706,12.87221336,12.42313194,14.63377476,15.34639168
Somalia,SOM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,0.028,..,..,..,..,..,..,..,0.023,..,..,..,..,..,..,..,..
Somalia,SOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54
Somalia,SOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.247,33.617,33.99,34.756,35.531,36.311,37.1,34.404,36.011,37.645,39.31,41,41.558,42.117,42.679,43.245,43.816,44.391,44.971,45.554,46.141,46.731,47.324
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,3217.84693448467,2847.15191945908,2688.23676032806,4062.21755993786,5221.46333731721,5836.87663325127,6077.38293388876,6591.85535960564,6184.75474328399,6374.70560042992,7973.47195771517,8646.05571071635,8076.97678479741,7331.65467384919,6856.73137092522,6112.27382485974,5651.20585165749,6618.33508255701,6914.1780318076,6533.71121032856,5580.60383075189,6843.39941886204,6523.41097815853
South Africa,ZAF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,236.08114624,202.81065369,179.5135498,286.01998901,362.28662109,400.5355835,417.91174316,455.17498779,442.10626221,487.62774658,621.41906738,686.87243652,646.49920654,593.80157471,539.30780029,491.90652466,456.56936646,527.52020264,558.8013916,538.80426025,503.46759033,592.53417969,569.84075928
South Africa,ZAF,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.717,..,..,..,..,..,..,..,..,..,..,..,0.765,0.788,0.759,0.799,..,0.809,..
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,89,..,93,93,93,94,..,94,94,91.7372436523438,87,..,95,..,90,..
South Africa,ZAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.891,57.368,57.898,58.446,58.993,59.536,60.077,60.616,61.154,61.687,62.218,62.746,63.272,63.793,64.312,64.828,65.341,65.85,66.355,66.856,67.354,67.847,68.335
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,1654.21153546555,1323.22068747862,1498.27034985194,1448.98435006408,1109.26050083408,1650.18943353528,1242.73450181032,1080.14718624765,..,..,..,..,..,..,..
South Sudan,SSD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.05690956,31.05302238,35.07043839,47.23431778,34.53858948,49.41268158
South Sudan,SSD,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.04,0.033,0.043,..,..
South Sudan,SSD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,27,..,..,..,..,..,..,..,..,..,34.5227584838867,..,..,..,..
South Sudan,SSD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.504,16.632,16.761,16.891,17.023,17.154,17.287,17.42,17.555,17.701,17.86,18.032,18.217,18.415,18.626,18.852,19.092,19.346,19.615,19.899,20.199,20.514,20.846
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,14743.2671031455,15368.2337984435,17111.0685058941,21522.0170990262,24925.0267844576,26450.9530130382,28421.686527407,32652.015594702,35603.248328071,32279.8208476151,30658.7422282912,31824.6219134777,28456.4438151477,29218.9105170888,29694.8874886229,25969.8383138327,26740.6851818829,28367.9392609439,30592.1264795541,29776.2011500384,27230.3599933583,30817.6828559001,30287.3657583614
Spain,ESP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1005.28399658,1045.05065918,1174.5793457,1640.91772461,1922.27380371,2062.40625,2242.15869141,2606.27783203,2995.18603516,2937.71777344,2789.63720703,2908.91967773,2590.73803711,2630.01904297,2680.02954102,2349.54663086,2377.04956055,2525.13964844,2741.90600586,2713.62255859,2898.00537109,3144.11181641,2910.83764648
Spain,ESP,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.122,3.127,3.126,3.22,3.441,3.543,3.623,3.559,3.544,3.597,3.758,3.836,3.825,3.812,3.802,3.847,3.824,3.878,4.021,4.404,4.577,4.48,..
Spain,ESP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,97,98,98,98,98,98,98,98,98,98,98,98,98,..,98,..,99,..,..
Spain,ESP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.262,76.343,76.533,76.778,77.022,77.263,77.502,77.74,77.976,78.21,78.442,78.673,78.902,79.133,79.366,79.602,79.84,80.08,80.321,80.565,80.81,81.056,81.304
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,846.460813304966,803.544026627385,834.936014905338,946.382255128072,1028.62068132555,1207.21994764165,1389.50625583936,1578.63451125392,1973.58476901287,2026.65939950702,2808.36779237408,3224.95736331928,3327.77612404326,3740.61589348326,3971.91913148166,4060.13139670248,4149.76105454457,4401.05567045499,4360.58473469252,4082.69404871533,3846.17449566736,3999.33764677637,3342.71989646203
Sri Lanka,LKA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,42.54893112,39.87185287,41.24043274,40.82443619,49.14835358,55.40001297,63.2890892,71.38779449,90.00082397,97.26274872,105.07371521,115.51642609,110.03600311,133.15968323,132.82194519,144.29077148,145.32496643,142.32518005,154.64622498,154.87071228,152.001297,157.13322449,145.55810547
Sri Lanka,LKA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.424,0.443,..,..,0.538,0.518,0.517,0.549,0.615,0.671,0.71,0.723,0.747,0.781,0.819,0.845,0.876,0.911,0.988,1.137,1.212,1.192,..
Sri Lanka,LKA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,91,..,..,..,..,91,..,91,..,91,..,..,..,..,..,92,92,92,92,92,92,92
Sri Lanka,LKA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.38,18.365,18.349,18.334,18.319,18.303,18.288,18.272,18.257,18.242,18.226,18.211,18.196,18.198,18.218,18.256,18.311,18.384,18.476,18.585,18.713,18.86,19.026
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,9319.65545093525,10022.5919235637,10453.6587064313,10175.6295449989,10944.6183741768,11783.7867154145,13837.8495311219,14757.9579751035,16604.9448615905,16503.4119292794,16622.9457908577,17832.4572919975,17532.0559008608,18580.1301949935,20219.3954237956,20328.8003530109,21387.5415511103,22464.9899633959,22901.3816403197,23595.4923231291,18859.0190361046,18361.1449697886,21011.5744209816
St. Kitts and Nevis,KNA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,446.66659546,440.21563721,465.07720947,482.87136841,491.62530518,556.97229004,689.44549561,707.96960449,881.09844971,872.67474365,866.84997559,920.49584961,880.17578125,938.31616211,961.73028564,1041.82250977,1161.87097168,1185.9017334,1120.83300781,1223.83544922,1067.96020508,1134.47509766,1160.26428223
St. Kitts and Nevis,KNA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,1.065,..,..,..,..,..,..,..,..,..,..,..,..,..,2.866,..,..,3.034,..,..,..,..
St. Kitts and Nevis,KNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.778,32.598,32.455,32.312,32.17,32.028,31.886,31.744,31.603,31.463,31.322,31.182,31.062,30.964,30.885,30.827,30.79,30.773,30.776,30.799,30.843,30.906,30.991
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,5879.56191426207,5570.45247098106,5567.89428424719,6058.60622059326,6494.60034867886,6863.43641919345,7611.17856675319,7964.38211480117,8516.96075488787,8250.52180732734,8673.68720340529,9128.99442011613,9260.30006551714,9576.23463377087,10044.8218377677,10334.9225558425,10638.1901982143,11333.1963940441,11642.7403185172,11794.2056521711,8411.19941821204,10459.1321248092,13103.7621654634
St. Lucia,LCA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,285.84280396,285.04898071,299.7996521,317.27593994,309.42208862,333.37374878,389.94595337,439.59280396,430.23074341,432.087677,438.23928833,463.79498291,455.97622681,483.6133728,464.51150513,466.48291016,472.43051147,495.12600708,486.53726196,493.95703125,577.55700684,588.36962891,644.80279541
St. Lucia,LCA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.819,0.4391,0.4673,0.4203,0.508,..,0.185,0.1588,0.1045,1.679,1.842,2.184,2.489,1.894,..,..,0.655,..,..,..,..,..
St. Lucia,LCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.774,27.473,26.329,25.216,24.133,23.085,22.068,21.084,20.131,19.213,18.45,18.45,18.45,18.461,18.482,18.515,18.558,18.612,18.678,18.754,18.841,18.94,19.05
